company	amt	amtRatio	contracts	contRatio	employees
Criminal Justice Information Center, Alabama	-1676.66	0.0018	1	0.002	50
Kwj Engineering Incorporated	121846.0	0.0019	1	0.002	25
Iap World Services Incorporated	15039395.76	0.0129	7	0.0143	4629
Diffraction International Ltd	15844.5	0.0018	1	0.002	5
Resonance Ltd	25468.0	0.0018	1	0.002	5
Csc Applied Technologies, Llc	4325356.34	0.005	3	0.0061	78000
Pantano Demolition Incorporated	48574.0	0.0018	1	0.002	10
Milling Technologies Incorporated	13547.54	0.0018	1	0.002	15
Photon Systems Incorporated	-296.0	0.0018	1	0.002	12
Zel Technologies, Llc	169184.29	0.0019	3	0.0061	0
Moog Incorporated	1880359.48	0.0032	3	0.0061	12228
Rnet Technologies Incorporated	998720.0	0.0025	3	0.0061	6
Nanocomp Technologies Incorporated	121338.0	0.0019	1	0.002	48
Trs Ceramics Incorporated	298462.0	0.002	2	0.0041	46
Allcomp Incorporated	251453.0	0.0019	4	0.0081	15
Analysis & Design Application Co Ltd.	19328.0	0.0018	1	0.002	700
Smartronix Incorporated	115120.77	0.0018	2	0.0041	550
G&g Steel Incorporated	6400118.66	0.0065	13	0.0265	185
Pulsar Informatics Incorporated	122545.0	0.0019	1	0.002	22
Itn Energy Systems Incorporated	749669.0	0.0023	1	0.002	40
Basch Subscriptions Incorporated	119972.43	0.0018	2	0.0041	15
University Of California, Santa Barbara	2866375.03	0.0039	22	0.0448	127368
The University Of Iowa	1246826.42	0.0027	9	0.0183	14700
Southeast Service Co	64153.68	0.0018	3	0.0061	2
Jenks Incorporated	13493.0	0.0018	2	0.0041	15
Cadence Design Systems Incorporated	187737.0	0.0019	2	0.0041	5730
Ch2m Hill Constructors Incorporated	3147948.21	0.0041	55	0.112	19020
Summit Materials, Llc	164.31	0.0018	1	0.002	3
Paine Electronics, Llc	15563.0	0.0018	1	0.002	100
University Of Puerto Rico	173173.34	0.0019	3	0.0061	3614
Systems & Processes Engineering Corporation	124981.0	0.0019	1	0.002	23
Cessna Aircraft Company	24998.0	0.0018	1	0.002	7000
L 3 Communications Integrated Systems Limited Partnership	1495782.0	0.0029	2	0.0041	2000
Busek Co Incorporated	2845815.39	0.0039	7	0.0143	48
Iowa State University	219712.0	0.0019	1	0.002	13929
V&r \ Ssbi Jv, Llc	48739.0	0.0018	1	0.002	2
Irvine Sensors Corporation	124967.0	0.0019	1	0.002	40
Georgia Tech Applied Research Corporation	-3617.26	0.0018	1	0.002	1227
Hp Enterprise Services, Llc	56264692.36	0.0436	18	0.0367	292000
Dnc Parks & Resorts At Ksc Incorporated	116417.47	0.0018	7	0.0143	50000
Dresser Incorporated	-4224.96	0.0018	1	0.002	300000
Titan Systems Corporation	-100545.5	0.0017	3	0.0061	250
State Center Community College District	2484.0	0.0018	1	0.002	0
Infopro Corporation	18855015.0	0.0158	5	0.0102	218
Curtiss-wright Controls Electronic Systems Incorporated	48997.0	0.0018	2	0.0041	7500
University Of Georgia Research Foundation Incorporated	1212484.64	0.0027	11	0.0224	12000
Vaisala Incorporated	79523.4	0.0018	3	0.0061	1400
Great Lakes Museum Of Science, Environment, And Technology (	799478.0	0.0024	1	0.002	0
Horrigan Motion Control Incorporated	8728.5	0.0018	1	0.002	5
University Of Oregon	81248.0	0.0018	1	0.002	25539
Bay State Computers Incorporated	13335.96	0.0018	3	0.0061	25
Defense Component Of Detroit, Llc	7395.0	0.0018	1	0.002	1
M.M.A. Design Llc	199863.0	0.0019	2	0.0041	12
Altera Corporation	7485.0	0.0018	1	0.002	2006
Science Applications International Corporation (saic)	-345318.4	0.0015	3	0.0061	43000
Top-tier Technologies Incorporated	-9448.0	0.0018	1	0.002	2
Texas A & M University	2353140.92	0.0035	17	0.0346	22397
Abbess Instruments And Systems Incorporated	-167.5	0.0018	1	0.002	14
Krug Incorporated	13962.52	0.0018	1	0.002	0
The Administrators Of The Tulane Educational Fund	-116.32	0.0018	1	0.002	5550
Service Filtration Corporation	13716.0	0.0018	1	0.002	209
Astrobotic Technology Incorporated	124196.0	0.0019	1	0.002	12
Cq-roll Call Incorporated	86895.0	0.0018	8	0.0163	1285
Dbisp Llc	14751.47	0.0018	1	0.002	5
High Energy Metals Incorporated	24875.0	0.0018	1	0.002	12
Asymptotic Technologies Incorporated	68193.6	0.0018	1	0.002	3000
Teledyne Brown Engineering Incorporated	15913894.86	0.0136	14	0.0285	2200
Alphacore Incorporated	124637.0	0.0019	1	0.002	3
Marketech International Incorporated	3134.4	0.0018	1	0.002	13
Kiewit Building Group Incorporated	37955.74	0.0018	3	0.0061	24700
D.C. Lites Company	14456.5	0.0018	2	0.0041	14
Osu Center For Innovation And Economic Development Incorporated	283250.89	0.002	2	0.0041	1700
Millennium Health & Fitness Incorporated	48792.0	0.0018	1	0.002	57
American Energy Technologies Company	124874.0	0.0019	1	0.002	7
Genesis Engineering Solutions	7453017.0	0.0073	7	0.0143	0
Valley Craft Industries Incorporated	4862.44	0.0018	1	0.002	75
Northeastern University	12347.0	0.0018	1	0.002	2700
Hofstra University	-692.6	0.0018	1	0.002	2604
Tri Models Incorporated	13554.92	0.0018	1	0.002	98
Mdc Vacuum Products, Llc	14297.85	0.0018	3	0.0061	139
Morse Communications Incorporated	43391.14	0.0018	1	0.002	65
Science And Technology Corporation	4422703.07	0.005	15	0.0305	468
Smart Global Solutions Jv Llc	5576839.23	0.0059	7	0.0143	0
Sunpower Incorporated	1420267.28	0.0028	6	0.0122	64
Delcross Technologies, Llc	35864.0	0.0018	1	0.002	17
College Of Menominee Nations	137244.0	0.0019	1	0.002	150
Nohms Technologies Incorporated	129724.0	0.0019	1	0.002	16
Consultants In Data Processing Incorporated	17355.0	0.0018	1	0.002	12
Scantibodies Clinical Laboratory Incorporated	-5356.0	0.0018	1	0.002	526
Elder Research Incorporated	124956.0	0.0019	1	0.002	40
Computational Engineering International Incorporated	18528.0	0.0018	2	0.0041	18
March Electronics Incorporated	6633.3	0.0018	1	0.002	35
Prc - Desoto International Incorporated	7764.86	0.0018	2	0.0041	38400
Washington Office Interiors Llc	71041.14	0.0018	2	0.0041	8
American Indian Higher Ed Cons	249815.0	0.0019	1	0.002	10
Ross Controls Incorporated	8477.9	0.0018	2	0.0041	5
Werres Corporation	25364.1	0.0018	1	0.002	107
The Hon Company	26848.17	0.0018	3	0.0061	6500
Sri International	2579699.61	0.0037	13	0.0265	1958
Tibco Software Federal Incorporated	6956.39	0.0018	1	0.002	3000
J M D Manufacturing Incorporated	21524.0	0.0018	2	0.0041	10
Aerodyne Research Incorporated	749993.0	0.0023	1	0.002	75
Plasma Processes, Llc	124997.0	0.0019	1	0.002	25
University System Of New Hampshire	3846270.47	0.0046	31	0.0631	3800
Johnson, Levinson, Ragan, Davila Incorporated	380404.0	0.002	2	0.0041	24
Payson, Gene	9758.89	0.0018	1	0.002	6
San Diego State University Foundation	477719.31	0.0021	9	0.0183	2500
Magtrol Incorporated	37786.0	0.0018	1	0.002	48
Troy Company Incorporated	600550.36	0.0022	19	0.0387	19
Native Resource Development Company Incorporated	3746662.58	0.0045	11	0.0224	285
Advr Incorporated	1124878.0	0.0026	4	0.0081	14
E Technologies Incorporated	7714.0	0.0018	1	0.002	5
Safran Power Usa, Llc	3721.0	0.0018	1	0.002	60000
Playworld Systems Incorporated	19799.16	0.0018	1	0.002	285
Acellent Technologies Incorporated	28114.3	0.0018	1	0.002	25
Palisade Corporation	28690.54	0.0018	2	0.0041	45
Tvar Solutions, Llc	22752.08	0.0018	3	0.0061	12
Flight Works Incorporated	129910.0	0.0019	2	0.0041	7
